prices_buy,prices_buy_forecast,demand_MW,demand_MW_forecast,soc,charge_MW,discharge_MW,import_MW,export_MW,profit_step,profit_daily
45.84,58.08710253,40.85,40.68863551,0.7368944749934537,12.56,0.0,53.24863551,0.0,-575.7504,1825.1377248614954
44.7,57.95997732,40.97,41.58324324,0.9743472113118616,1.3568975069252134,0.0,42.940140746925216,0.0,-60.65331855955704,1825.1377248614954
50.48,55.26834458,42.04,42.51081081,1.0,0.0,0.0,42.51081081,0.0,0.0,1825.1377248614954
53.64,59.85145432,42.49,41.09642426,1.0,0.0,0.0,41.09642426,0.0,0.0,1825.1377248614954
54.94,64.72125603,42.69,42.5380694,1.0,0.0,12.56,29.978069399999995,0.0,690.0464,1825.1377248614954
56.33,64.09333333,42.18,42.00720578,0.7368944749934537,0.0,0.0,42.00720578,0.0,0.0,1825.1377248614954
57.58,66.38007488,41.38,39.43189635,0.7368944749934537,0.0,12.56,26.87189635,0.0,723.2048,1825.1377248614954
60.95,69.96826087,40.48,37.60614074,0.47378894998690746,0.0,12.56,25.04614074,0.0,765.532,1825.1377248614954
61.81,68.80964766,39.71,40.808,0.2106834249803612,0.0,10.057499999999992,30.75050000000001,0.0,621.6540749999996,1825.1377248614954
57.94,65.94926857,38.96,37.73961867,0.0,0.0,0.0,37.73961867,0.0,0.0,1825.1377248614954
52.94,66.19534546,35.95,34.29794821,0.0,0.0,0.0,34.29794821,0.0,0.0,1825.1377248614954
45.68,59.63213849,32.5,32.13597485,0.0,0.0,0.0,32.13597485,0.0,0.0,1825.1377248614954
58.65,65.54500765,32.23,29.13636063,0.5,0.0,12.56,16.576360629999996,0.0,736.644,1434.1145846952904
54.32,64.16627348,30.56,27.5146893,0.23689447499345373,0.0,0.0,27.5146893,0.0,0.0,1434.1145846952904
52.98,60.55621394,29.43,27.26492727,0.23689447499345373,0.0,0.0,27.26492727,0.0,0.0,1434.1145846952904
49.3,58.93256578,28.95,26.28946088,0.23689447499345373,0.0,0.0,26.28946088,0.0,0.0,1434.1145846952904
48.83,56.86903208,28.93,26.53235762,0.23689447499345373,0.0,0.0,26.53235762,0.0,0.0,1434.1145846952904
48.76,50.87701071,29.64,28.04463667,0.23689447499345373,12.56,0.0,40.60463667,0.0,-612.4256,1434.1145846952904
53.96,55.07798546,32.51,24.64333333,0.4743472113118617,12.56,0.0,37.20333333,0.0,-677.7376,1434.1145846952904
59.94,59.5156882,37.28,29.53121556,0.7117999476302697,0.0,0.0,29.53121556,0.0,0.0,1434.1145846952904
60.41,58.24318829,42.0,32.02752119,0.7117999476302697,0.0,0.0,32.02752119,0.0,0.0,1434.1145846952904
60.49,59.58896698,43.7,35.49646174,0.7117999476302697,0.0,0.0,35.49646174,0.0,0.0,1434.1145846952904
58.84,58.07299075,44.0,38.03464646,0.7117999476302697,0.0,0.0,38.03464646,0.0,0.0,1434.1145846952904
58.59,56.82614584,44.15,38.4563203,0.7117999476302697,12.56,0.0,51.016320300000004,0.0,-735.8904000000001,1434.1145846952904
