method,seed,day_index,hour,prices_actual,prices_forecast,prices_bias_corrected,actual_demand,forecast_demand,demand_bias_corrected,soc,charge_MW,discharge_MW,import_MW,export_MW,profit_step,profit_step_system,day
scenario_expected,0,179,23,29.074346936925945,94.89878999905196,136.03079575655988,17878.358099999998,17188.644681094815,17334.55664304928,0.5,0.0,0.0,,0.0,0.0,,179
scenario_expected,0,180,0,28.40588107337824,78.2828036163277,115.09398148721827,16750.5725,16278.054574298756,16496.55685698564,0.5,0.0,0.0,,0.0,0.0,,180
scenario_expected,0,180,1,26.41142551822561,78.51516991214156,116.83181986395161,15950.9774,15609.612013451439,15827.848001345434,0.5,0.0,0.0,,0.0,0.0,,180
scenario_expected,0,180,2,21.11723139330283,71.526983756353,106.46370262424679,15342.2124,15211.738379491986,15415.635411929361,0.5,0.0,0.0,,0.0,0.0,,180
scenario_expected,0,180,3,20.74139786716597,75.92781095937735,111.82575574818406,15001.5048,14863.008733914978,15078.884907006559,0.5,0.0,0.0,,0.0,0.0,,180
scenario_expected,0,180,4,21.414301473642293,73.04282772510263,111.37307557498848,14813.9478,15069.955806061771,15294.60147666515,0.5,0.0,0.0,,0.0,0.0,,180
scenario_expected,0,180,5,20.179476586521663,79.985974714197,121.39181782425534,14745.9978,16065.686196419801,16359.401135847267,0.5,0.0,0.0,,0.0,0.0,,180
scenario_expected,0,180,6,21.075807049568496,80.75589271865911,134.27885051400548,15153.0835,16197.368791052915,16529.819509530807,0.5,0.0,0.0,,0.0,0.0,,180
scenario_expected,0,180,7,20.36556729948152,80.31167808553715,125.86560274829853,15957.4216,16565.033027708578,16779.123834693037,0.5,0.0,0.0,,0.0,0.0,,180
scenario_expected,0,180,8,26.73638700289371,93.3057760406689,142.78598780265241,16861.316300000002,17264.593422354654,17289.80353898875,0.5,0.0,0.0,,0.0,0.0,,180
scenario_expected,0,180,9,29.236883375581204,86.82976808430897,127.0361151940084,17639.6266,17790.68131698099,17657.7850229099,0.5,0.0,0.0,,0.0,0.0,,180
scenario_expected,0,180,10,31.2669245089984,90.86394572649786,136.11798051118421,18511.7573,18840.64035823609,18545.921465949734,0.5,0.0,0.0,,0.0,0.0,,180
scenario_expected,0,180,11,30.775519941693663,106.46126760651917,151.3622895238507,19338.4126,19681.947418569416,19431.435397362882,0.5,0.0,0.0,,0.0,0.0,,180
scenario_expected,0,180,12,32.28545566623189,107.77183382774778,153.91489455228287,20018.5736,19482.63497142369,19025.279704184777,0.5,0.0,0.0,,0.0,0.0,,180
scenario_expected,0,180,13,34.344876804418696,108.85880114740314,156.18436407648272,20510.3866,20241.519851869438,19820.45507476523,0.5,0.0,0.0,,0.0,0.0,,180
scenario_expected,0,180,14,32.44139247783767,103.55540547748868,149.22303452111854,20928.9155,20179.25867295831,19777.49644556635,0.5,0.0,0.0,,0.0,0.0,,180
scenario_expected,0,180,15,40.19175480342298,107.06124873894807,161.12669106885306,21196.5822,21200.61794447536,20859.44981532581,0.5,0.0,0.0,,0.0,0.0,,180
scenario_expected,0,180,16,48.72076018743909,120.2974675111598,187.99030825456617,21489.411900000003,18067.04801430857,17851.18263243164,0.5,0.0,0.0,,0.0,0.0,,180
scenario_expected,0,180,17,37.93297747650865,120.59042260844052,188.99399233238552,21348.2356,17839.27403143616,17584.8421579985,0.5,0.0,0.0,,0.0,0.0,,180
scenario_expected,0,180,18,28.90924705245505,156.35222266060742,222.08251630246878,20830.1828,19291.718992715912,19157.759652077082,0.5,0.0,0.0,,0.0,0.0,,180
scenario_expected,0,180,19,29.493317577347863,107.38904126914682,162.6877552911655,20347.3785,19475.62198490509,19437.288702427744,0.5,0.0,0.0,,0.0,0.0,,180
scenario_expected,0,180,20,32.0096664373039,97.57944025576369,146.23149672683945,20172.7024,19535.358067964822,19541.114101811403,0.5,0.0,0.0,,0.0,0.0,,180
scenario_expected,0,180,21,30.538328342917907,95.69586514583192,138.03820516335787,19652.5055,19429.96851497206,19488.199067101657,0.5,0.0,0.0,,0.0,0.0,,180
scenario_expected,0,180,22,33.20262023403252,89.73253713966787,126.33738221780465,18952.1777,18634.978172652816,18742.171908181936,0.5,0.0,0.0,,0.0,0.0,,180
scenario_expected,0,180,23,28.198657611073976,84.78341699523632,125.91542275274426,17924.7903,17643.71994032402,17789.631902278485,0.5,0.0,0.0,,0.0,0.0,,180
scenario_expected,0,181,0,31.207038037308028,77.58068684023905,114.39186471112963,16972.696900000003,17477.093526563785,17695.59580925067,0.5,0.0,0.0,,0.0,0.0,,181
scenario_expected,0,181,1,30.46337772495824,80.82542602240744,119.14207597421748,16354.3011,17052.400374803492,17270.636362697485,0.5,0.0,0.0,,0.0,0.0,,181
scenario_expected,0,181,2,27.213338110954272,75.33459583482477,110.27131470271854,15885.7308,16746.1583570042,16950.055389441575,0.5,0.0,0.0,,0.0,0.0,,181
scenario_expected,0,181,3,28.33498750525617,76.21091638154721,112.10886117035392,15541.255,16458.11933441509,16673.995507506672,0.5,0.0,0.0,,0.0,0.0,,181
scenario_expected,0,181,4,22.78342347056856,90.0010712910688,128.33131914095463,15363.140399999997,16695.926701904416,16920.572372507795,0.5,0.0,0.0,,0.0,0.0,,181
scenario_expected,0,181,5,20.30862372429756,83.83864286395806,125.2444859740164,15369.532399999998,16138.81425209988,16432.52919152735,0.5,0.0,0.0,,0.0,0.0,,181
scenario_expected,0,181,6,23.88569043081508,90.25583428564411,143.77879208099048,15589.0529,16428.622033183532,16761.072751661424,0.5,0.0,0.0,,0.0,0.0,,181
scenario_expected,0,181,7,22.16635039880016,74.97735619141169,120.53128085417306,16166.3299,16419.3607478148,16633.45155479926,0.5,0.0,0.0,,0.0,0.0,,181
scenario_expected,0,181,8,32.552871953103846,77.84313970711591,127.3233514690994,17023.262300000002,16608.38772333495,16633.597839969043,0.5,0.0,0.0,,0.0,0.0,,181
scenario_expected,0,181,9,30.16676938425266,82.05682393598497,122.2631710456844,17947.816,16680.01400344324,16547.11770937215,0.5,0.0,0.0,,0.0,0.0,,181
scenario_expected,0,181,10,33.052228891678304,88.89288689657408,134.14692168126044,18746.4063,18636.035395932216,18341.31650364586,0.5,0.0,0.0,,0.0,0.0,,181
scenario_expected,0,181,11,36.73581211038296,104.67887639454088,149.5798983118724,19375.8051,19703.832220518703,19453.32019931217,0.5,0.0,0.0,,0.0,0.0,,181
scenario_expected,0,181,12,36.52579450465589,123.05085560513291,169.193916329668,20000.8658,19426.189299814676,18968.834032575764,0.5,0.0,0.0,,0.0,0.0,,181
scenario_expected,0,181,13,61.30050866580503,114.94821862142064,162.27378155050022,20638.6942,20233.669661929136,19812.604884824927,0.5,0.0,0.0,,0.0,0.0,,181
scenario_expected,0,181,14,53.15265566375008,112.84830892319602,158.51593796682587,21280.4667,21815.911538906537,21414.14931151458,0.5,0.0,0.0,,0.0,0.0,,181
scenario_expected,0,181,15,73.5205023720496,123.27320481531285,177.33864714521786,21547.7155,21466.363446602194,21125.195317452642,0.5,0.0,0.0,,0.0,0.0,,181
scenario_expected,0,181,16,52.46215028646021,124.93363031128487,192.62647105469125,21954.6897,22400.389532597204,22184.524150720274,0.5,0.0,0.0,,0.0,0.0,,181
scenario_expected,0,181,17,51.95130128824366,140.64030659404506,209.04387631799005,21984.187699999995,22514.975883110597,22260.544009672936,0.5,0.0,0.0,,0.0,0.0,,181
scenario_expected,0,181,18,48.783303481250826,129.65864338771956,195.38893702958092,21681.7816,22100.643625757006,21966.684285118175,0.5,0.0,0.0,,0.0,0.0,,181
scenario_expected,0,181,19,102.42136321257364,107.93991376432919,163.23862778634788,21459.3854,21932.508673922424,21894.17539144508,0.5,0.0,0.0,,0.0,0.0,,181
scenario_expected,0,181,20,55.13670753621597,113.0110772417957,161.66313371287148,21259.218200000003,22049.972624810758,22055.72865865734,0.5,0.0,0.0,,0.0,0.0,,181
scenario_expected,0,181,21,204.9054534327813,93.48389741609284,135.8262374336188,20741.1206,21990.814345585513,22049.04489771511,0.5,0.0,0.0,,0.0,0.0,,181
